bodyPart,equipment,level,id,name,target,secondaryMuscles/0,secondaryMuscles/1,instructions/0,instructions/1,instructions/2,instructions/3,instructions/4,instructions/5,secondaryMuscles/2,instructions/6,instructions/7,secondaryMuscles/3,instructions/8,secondaryMuscles/4,instructions/9,secondaryMuscles/5,instructions/10
upper arms,dumbbell,Principiante,0397,curl de muñeca en posición neutra sentado con mancuernas,biceps,forearms,,"Siéntese en un banco con los pies apoyados en el suelo y sostenga una mancuerna en cada mano, con las palmas enfrentadas.","Apoya los antebrazos sobre los muslos, permitiendo que las mancuernas cuelguen.","Manteniendo las muñecas en una posición neutra, levante las mancuernas hacia los hombros.","Haz una pausa por un momento en la parte superior, luego baja lentamente las mancuernas hasta la posición inicial.",Repita el número de repeticiones deseado.,,,,,,,,,,
upper arms,dumbbell,Intermedio,1679,Flexión de bíceps con un brazo sentado con mancuernas sobre una pelota de ejercicios y pierna levantada,biceps,forearms,shoulders,Siéntese sobre una pelota de ejercicios con los pies apoyados en el suelo y la espalda recta.,Sostenga una mancuerna en una mano con la palma hacia arriba y el brazo completamente extendido.,Coloque la otra mano sobre la cadera para mantener la estabilidad.,"Lentamente, levante la mancuerna hacia el hombro, manteniendo el brazo superior estacionario.","Haz una pausa por un momento en la parte superior del movimiento, apretando el bíceps.",Baje lentamente la mancuerna hasta la posición inicial.,,Repita el número de repeticiones deseado.,Cambia de brazo y repite el ejercicio.,,,,,,
upper arms,dumbbell,Intermedio,0398,patada hacia atrás con un brazo sentado con mancuernas,triceps,shoulders,,Siéntese en un banco con los pies apoyados en el suelo y sostenga una mancuerna en una mano.,"Dobla el torso hacia adelante desde la cintura, manteniendo la espalda recta y paralela al suelo.","Extiende el brazo hacia atrás, manteniendo el codo cerca del cuerpo.","Haz una pausa por un momento en la parte superior, luego baja lentamente la mancuerna hasta la posición inicial.",Repita el ejercicio la cantidad de repeticiones deseada y luego cambie de brazo.,,,,,,,,,,
lower arms,dumbbell,Intermedio,0399,mancuerna sentado con un brazo girado,forearms,shoulders,biceps,"Siéntese en un banco con la espalda recta y sostenga una mancuerna en una mano, apoyándola sobre su muslo.","Levanta la mancuerna hasta la altura del hombro, manteniendo el codo cerca del cuerpo.","Gire el antebrazo hacia afuera, alejándolo del cuerpo, mientras mantiene la parte superior del brazo estacionaria.","Haga una pausa por un momento en la parte superior, luego gire lentamente el antebrazo hacia la posición inicial.",Repita el ejercicio la cantidad de repeticiones deseada y luego cambie al otro brazo.,,,,,,,,,,
lower legs,dumbbell,Intermedio,0400,Elevación de pantorrillas con mancuernas sentado a una pierna,calves,hamstrings,glutes,Siéntese en un banco o silla con los pies apoyados en el suelo y una mancuerna apoyada en el muslo derecho.,"Extiende la pierna izquierda hacia delante, manteniendo el pie flexionado.","Coloque la punta del pie derecho sobre una superficie elevada, como un escalón o una placa de pesas.","Utilizando los músculos de la pantorrilla, levante el talón derecho lo más alto posible.","Haz una pausa por un momento en la parte superior, luego baja lentamente el talón hasta la posición inicial.",Repita el ejercicio la cantidad de repeticiones deseada y luego cambie de pierna.,,,,,,,,,
lower legs,dumbbell,Intermedio,1380,Elevación de pantorrillas con mancuernas sentado a una pierna - agarre de martillo,calves,hamstrings,glutes,Siéntese en un banco o silla con los pies apoyados en el suelo y una mancuerna apoyada sobre los muslos.,"Coloque un pie sobre una superficie elevada, como un escalón o un bloque, con el talón colgando del borde.","Sujete la mancuerna con un agarre de martillo, lo que significa que las palmas de las manos están enfrentadas y los dedos envueltos alrededor del mango.","Manteniendo el centro del cuerpo contraído y la espalda recta, levante lentamente el talón lo más alto posible empujando con la punta del pie.","Haz una pausa por un momento en la parte superior, luego baja lentamente el talón hasta la posición inicial.",Repita el ejercicio la cantidad de repeticiones deseada y luego cambie a la otra pierna.,,,,,,,,,
lower legs,dumbbell,Intermedio,1381,Elevación de pantorrillas con mancuernas sentado a una pierna (palma hacia arriba),calves,hamstrings,glutes,Siéntese en un banco o silla con la espalda recta y los pies apoyados en el suelo.,"Sostenga una mancuerna en una mano y colóquela sobre su muslo, con la palma hacia arriba.","Levanta una pierna del suelo y extiéndela frente a ti, manteniendo la rodilla ligeramente doblada.",Levante el talón lo más alto posible empujando con la punta del pie.,"Haz una pausa por un momento en la parte superior, luego baja lentamente el talón.","Repita el ejercicio la cantidad de repeticiones deseada, luego cambie de pierna y repita.",,,,,,,,,
lower arms,dumbbell,Principiante,0401,Flexión de muñecas con mancuernas sentado con las palmas hacia arriba,forearms,biceps,shoulders,"Siéntese en un banco con los pies apoyados en el suelo y sostenga una mancuerna en cada mano, con las palmas hacia arriba.","Apoye los antebrazos sobre los muslos, permitiendo que las muñecas cuelguen fuera del borde.","Lentamente, doble las muñecas hacia arriba, apretando los antebrazos en la parte superior del movimiento.",Haz una pausa por un momento y luego baja las muñecas a la posición inicial.,Repita el número de repeticiones deseado.,,,,,,,,,,
upper arms,dumbbell,Principiante,0402,curl de predicador sentado con mancuernas,biceps,forearms,,Siéntese en un banco de curl predicador con los pies apoyados en el suelo.,Sostenga una mancuerna en una mano con un agarre por debajo de la mano y apoye la parte superior del brazo contra la almohadilla del predicador.,"Manteniendo el brazo superior estacionario, exhale y levante la mancuerna hacia el hombro.","Haz una pausa por un momento en la parte superior, luego inhala y baja lentamente la mancuerna hasta la posición inicial.",Repita el ejercicio la cantidad de repeticiones deseada y luego cambie de brazo.,,,,,,,,,,
upper arms,dumbbell,Principiante,0403,Curl concentrado con mancuernas sentado con agarre invertido,biceps,forearms,,"Siéntese en un banco con los pies apoyados en el suelo y sostenga una mancuerna en una mano, con la palma hacia arriba.","Apoya el codo en la parte interior del muslo, justo por encima de la rodilla.","Manteniendo el brazo superior estacionario, exhale y flexione la mancuerna hacia el hombro.","Haz una pausa por un momento en la parte superior, apretando los bíceps.",Inhala y baja lentamente la mancuerna hasta la posición inicial.,Repita el ejercicio la cantidad de repeticiones deseada y luego cambie de brazo.,,,,,,,,,
upper arms,dumbbell,Intermedio,1738,Extensión de tríceps por encima de la cabeza con un brazo y agarre invertido sentado con mancuernas,triceps,shoulders,,Siéntese en un banco con la espalda recta y los pies apoyados en el suelo.,Sujete una mancuerna con un agarre por debajo y extienda el brazo hacia arriba por encima de la cabeza.,Baje la mancuerna detrás de la cabeza doblando el codo y manteniendo la parte superior del brazo estacionaria.,Haga una pausa por un momento y luego extienda el brazo hacia arriba hasta la posición inicial.,Repita el ejercicio la cantidad de repeticiones deseada y luego cambie de brazo.,,,,,,,,,,
shoulders,dumbbell,Principiante,0405,press de hombros sentado con mancuernas,delts,triceps,upper back,"Siéntese en un banco con una mancuerna en cada mano, apoyada sobre los muslos.","Levante las mancuernas a la altura de los hombros, con las palmas hacia adelante.",Presione las mancuernas hacia arriba hasta que sus brazos estén completamente extendidos sobre la cabeza.,"Haz una pausa por un momento en la parte superior, luego baja lentamente las mancuernas hasta la altura de los hombros.",Repita el número de repeticiones deseado.,,,,,,,,,,
shoulders,dumbbell,Principiante,0404,Press de hombros sentado con mancuernas (agarre paralelo),delts,triceps,upper back,"Siéntese en un banco con una mancuerna en cada mano, con las palmas hacia adentro.","Levante las mancuernas a la altura de los hombros, con los codos doblados y las palmas hacia adelante.",Presione las mancuernas hacia arriba hasta que sus brazos estén completamente extendidos sobre la cabeza.,"Haz una pausa por un momento en la parte superior, luego baja lentamente las mancuernas hasta la altura de los hombros.",Repita el número de repeticiones deseado.,,,,,,,,,,
upper arms,dumbbell,Principiante,2188,extensión de tríceps sentado con mancuernas,triceps,shoulders,,Siéntese en un banco con la espalda recta y los pies apoyados en el suelo.,Sostenga una mancuerna con ambas manos y extienda los brazos hacia arriba por encima de la cabeza.,"Dobla los codos y baja la mancuerna detrás de la cabeza, manteniendo la parte superior de los brazos cerca de las orejas.","Haz una pausa por un momento, luego estira los brazos y vuelve a la posición inicial.",Repita el número de repeticiones deseado.,,,,,,,,,,
back,dumbbell,Principiante,0406,encogimiento de hombros con mancuernas,traps,shoulders,,Párese con los pies separados al ancho de los hombros y sostenga una mancuerna en cada mano con las palmas hacia el cuerpo.,Mantén los brazos rectos y deja las mancuernas colgando a tus costados.,"Levanta los hombros lo más alto que puedas, como si intentaras tocar tus orejas con los hombros.",Mantenga la contracción durante un segundo y luego baje lentamente los hombros hasta la posición inicial.,Repita el número de repeticiones deseado.,,,,,,,,,,
waist,dumbbell,Principiante,0407,flexión lateral con mancuernas,abs,obliques,,"Párese derecho con los pies separados al ancho de los hombros y sostenga una mancuerna en una mano, dejándola colgar a su costado.","Manteniendo la espalda recta y el centro del cuerpo contraído, inclínese lentamente hacia un lado desde la cintura hacia el lado opuesto de la mancuerna, bajando el peso lo más que pueda cómodamente.",Haga una pausa por un momento y luego regrese lentamente a la posición inicial.,"Repita el ejercicio la cantidad de repeticiones deseada, luego cambie de lado y repita.",,,,,,,,,,,
shoulders,dumbbell,Principiante,0408,Levantamiento de una mano en posición de decúbito lateral con mancuernas,delts,trapezius,rhomboids,Acuéstese de lado con las piernas extendidas y la cabeza apoyada en el brazo.,Sostenga una mancuerna en la mano superior con la palma hacia abajo.,"Manteniendo el brazo recto, levanta la mancuerna hasta la altura del hombro.","Haz una pausa por un momento en la parte superior, luego baja lentamente la mancuerna hasta la posición inicial.",Repita el ejercicio la cantidad de repeticiones deseada y luego cambie de lado.,,,,,,,,,,
back,dumbbell,Principiante,3664,plancha lateral con mancuernas y apertura trasera,upper back,shoulders,core,Comience recostándose de lado con las piernas extendidas y apiladas una sobre otra.,"Coloque su antebrazo en el suelo directamente debajo de su hombro, manteniendo el codo doblado en un ángulo de 90 grados.","Sostenga una mancuerna en la mano superior, con el brazo extendido hacia el suelo.","Contrae el centro del cuerpo y levanta las caderas del suelo, creando una línea recta desde la cabeza hasta los talones.","Manteniendo la posición de plancha lateral, levante la mancuerna hacia el techo, apretando los omóplatos.",Baje la mancuerna nuevamente a la posición inicial.,,Repita el ejercicio la cantidad de repeticiones deseada y luego cambie de lado.,,,,,,,
shoulders,dumbbell,Principiante,3548,Carga con mancuernas por encima de la cabeza con un solo brazo,delts,traps,core,Ponte de pie con los pies separados al ancho de los hombros y sujeta una mancuerna en una mano.,"Levante la mancuerna por encima de la cabeza, extendiendo completamente el brazo.","Contraiga el centro del cuerpo y mantenga la espalda recta mientras camina hacia adelante, manteniendo la mancuerna sobre la cabeza.",Continúe caminando durante la distancia o el tiempo deseado.,Cambia de mano y repite el ejercicio.,,,,,,,,,,
